Pcd,Lat,Long,Duration,Old Or New,Prd Category Type,Property Type,Price
SE137EA,51.467152,-0.004818,L,N,A,F,587000
SE137FB,51.467442,-0.014467,L,N,A,F,415000
SE137FD,51.467442,-0.014467,L,N,A,F,297000
SE137FJ,51.468002,-0.014054,L,N,A,F,306000
SE137HJ,51.450884,-0.019129,F,N,A,S,625000
SE137JE,51.45795,-0.022709,L,N,A,F,280000
SE137NP,51.469897,-0.011811,F,N,A,S,865000
SE137NZ,51.460335,-0.013753,L,N,A,F,290000
SE137PD,51.467065,-0.010279,L,N,A,F,399950
SE137QS,51.472411,-0.015273,F,N,B,S,750000
SE137RN,51.469645,-0.017107,L,N,A,F,243500
SE137SS,51.466903,-0.019817,L,N,A,F,568000
SE137TJ,51.465446,-0.019797,F,N,A,T,1065000
SE137TW,51.465336,-0.021253,L,N,A,T,525000
SE137XD,51.454636,-0.020837,F,N,A,T,615000
SE137XD,51.454636,-0.020837,F,N,A,T,580000
SE137XF,51.452935,-0.022322,L,N,A,F,355000
SE13BD,51.494434,-0.077877,L,N,A,F,670000
SE13GA,51.498965,-0.082098,L,N,A,F,720000
SE13JG,51.501069,-0.083275,L,N,A,F,485000
SE13LW,51.498966,-0.079531,L,Y,A,F,585000
SE13PF,51.498296,-0.075957,L,N,A,F,625000
SE13PH,51.499964,-0.078423,L,N,A,F,550000
SE13UT,51.498672,-0.08022,L,N,A,F,760000
SE145BY,51.475616,-0.053036,L,N,A,F,337000
SE145DB,51.47945,-0.052124,F,N,A,T,485000
SE145LX,51.469074,-0.047382,F,N,A,T,1256000
SE145NJ,51.469454,-0.042085,L,N,B,O,342000
SE145NP,51.470509,-0.042843,L,N,A,F,382500
SE145NS,51.471365,-0.042922,F,N,A,T,1250000
SE145NU,51.471973,-0.041096,L,N,A,F,370000
SE145QY,51.478551,-0.0462,F,N,A,T,685000
SE145QZ,51.478203,-0.045322,F,N,A,T,725000
SE145QZ,51.478203,-0.045322,L,N,A,F,475000
SE145RA,51.478861,-0.04538,F,N,A,T,818000
SE145RZ,51.483652,-0.047422,L,N,A,F,210000
SE145SE,51.469928,-0.044121,F,N,A,S,1425000
SE145SQ,51.466026,-0.044719,L,N,A,F,640000
SE146DW,51.47793,-0.040293,L,N,A,F,322500
SE146JJ,51.480384,-0.036444,F,N,A,S,490000
SE146NF,51.478893,-0.038135,F,N,A,T,600000
SE146NF,51.478893,-0.038135,F,N,A,T,461000
SE146PS,51.472929,-0.034316,F,N,A,D,695000
SE146RF,51.471274,-0.036936,F,N,A,T,665000
SE14HG,51.493691,-0.083037,L,N,A,F,600000
SE14HN,51.49469,-0.081439,L,N,A,F,425000
SE14JY,51.49729,-0.091429,L,N,A,F,500000
SE14LD,51.49946,-0.092722,L,N,A,F,584500
SE14PT,51.498398,-0.08222,L,N,A,F,1085000
SE14PW,51.500217,-0.087287,L,N,A,F,715000
SE14XY,51.499349,-0.090882,L,N,A,F,330000
SE151BG,51.479611,-0.064574,L,N,A,F,425000
SE151EP,51.483666,-0.050348,F,N,B,O,830000
SE151NJ,51.479939,-0.05831,F,N,B,O,20300000
SE151SD,51.481055,-0.063836,L,N,B,F,225000
SE152BF,,-0.0636,L,Y,A,F,595000
SE152BP,,-0.0635,L,Y,A,F,600000
SE152BP,,-0.0635,L,Y,A,F,440000
SE152BP,,-0.0635,L,Y,A,F,294000
SE152BX,51.469671,-0.057813,L,N,A,F,477500
SE152DW,51.471808,-0.054955,L,N,A,F,460000
SE152EZ,51.474102,-0.060375,L,N,A,F,350000
SE152HB,51.47474,-0.060388,L,N,A,F,374000
SE152NB,51.475044,-0.058691,L,N,A,F,600000
SE152PT,51.473662,-0.063173,F,N,A,T,750000
SE152SS,51.472926,-0.060566,L,N,A,F,395000
SE152UE,51.474998,-0.060781,L,N,B,O,465000
SE153AE,51.458266,-0.05448,F,N,A,T,699950
SE153AN,51.45728,-0.050865,F,N,A,T,785000
SE153BS,51.464658,-0.049474,L,N,A,F,390000
SE153BS,51.464658,-0.049474,L,N,A,T,415000
SE153BX,51.460317,-0.048577,F,N,A,T,1045000
SE153DA,51.459704,-0.047941,F,N,A,T,1300000
SE153DG,51.456985,-0.049352,F,N,A,T,865000
SE153ED,51.456723,-0.048759,F,N,A,S,910000
SE153LJ,51.461603,-0.057764,L,N,A,F,545000
SE153PR,51.465034,-0.063507,L,N,A,F,350000
SE153PS,51.463072,-0.060696,F,N,A,D,1295000
SE153RH,51.467914,-0.061455,L,N,A,F,386000
SE153TU,51.46386,-0.061501,F,N,B,T,1400000
SE153UF,51.460854,-0.059264,F,N,B,T,695000
SE153XB,51.467392,-0.057633,F,N,A,S,725000
SE154AA,51.467444,-0.073857,F,N,A,S,1130000
SE154AH,51.46433,-0.077544,L,N,A,F,765000
SE154AN,51.466241,-0.077306,L,N,B,F,680000
SE154LN,51.466018,-0.071369,F,N,A,T,933000
SE154QS,51.469158,-0.070358,F,N,A,T,876000
SE154QW,51.469359,-0.068924,L,N,A,F,502000
SE154UG,51.468319,-0.066362,F,N,A,T,550000
SE154UH,51.468982,-0.066248,F,N,A,T,550000
SE155AA,51.471465,-0.070624,F,N,B,O,185000
SE155DB,51.470206,-0.071207,F,N,B,O,34000
SE155DF,51.469744,-0.071543,F,N,A,T,1725000
SE155GQ,51.477136,-0.072657,L,N,A,F,370000
SE155NS,51.471385,-0.076226,F,N,A,T,922000
SE155NT,51.472627,-0.077354,L,N,A,F,435000
SE155QS,51.475122,-0.072615,L,N,A,F,450000
SE155QS,51.475122,-0.072615,L,N,A,F,506000
SE155QW,51.473594,-0.071064,L,N,B,F,370000
SE155SJ,51.474146,-0.066908,L,N,B,F,350000
SE155ST,51.474763,-0.068351,L,N,B,F,350000
SE155ST,51.474763,-0.068351,L,N,B,F,320000
SE155TB,51.474949,-0.065967,F,N,B,T,680000
SE155TE,51.476401,-0.066182,L,N,A,F,335000
SE155XA,51.476957,-0.062858,F,N,B,O,7000
SE156NR,51.485672,-0.074414,F,N,A,T,1062500
SE156QD,51.481221,-0.076071,L,N,A,F,285000
SE156SE,51.48186,-0.069001,L,N,A,F,226000
SE156SF,51.48186,-0.069001,L,N,A,F,280000
SE15TB,51.490123,-0.073838,F,N,B,T,395000
SE15TE,51.494643,-0.079151,F,N,B,O,1290840
SE15XB,51.492198,-0.081962,L,N,A,F,300000
SE162AZ,51.490281,-0.05293,L,N,A,F,485000
SE162TL,51.496557,-0.055039,L,N,A,F,385000
SE162UF,51.4931,-0.047263,L,N,B,O,191053
SE163DH,51.484682,-0.062836,F,N,B,O,14000000
SE163EX,51.496271,-0.070914,L,N,A,F,540000
SE163GA,51.495705,-0.074139,L,N,A,F,510000
SE163NL,51.491654,-0.063603,L,N,A,F,495000
SE163PH,51.489482,-0.057314,L,N,A,F,317000
SE163PH,51.489482,-0.057314,L,N,A,F,194000
SE163QD,51.496119,-0.072606,L,N,A,F,420000
SE163QE,51.496353,-0.073201,L,N,A,F,290000
SE164HT,51.500991,-0.055081,L,N,A,F,435000
SE164JF,51.500884,-0.056771,F,N,A,T,1300000
SE164LZ,51.499944,-0.060284,L,N,A,F,280000
SE164TN,51.501315,-0.068165,L,N,A,F,825000
SE165EB,51.50691,-0.036184,L,N,A,F,520000
SE165FT,51.506522,-0.035176,L,N,A,F,470000
SE165HJ,51.501334,-0.034664,L,N,A,F,385000
SE165NJ,51.502753,-0.036707,F,N,A,T,755000
SE165NY,51.506286,-0.036094,L,N,A,F,465000
SE165ST,51.506719,-0.044217,L,N,A,F,380000
SE165XL,51.507041,-0.038785,L,N,A,F,475000
SE165XR,51.507233,-0.041644,L,N,A,F,487500
SE166AF,51.501382,-0.044532,L,N,A,F,372500
SE166BB,51.500881,-0.036629,L,N,A,F,379000
SE166BB,51.500881,-0.036629,L,N,B,F,370000
SE166DF,51.501418,-0.049372,L,N,A,F,442000
SE166DW,51.50165,-0.04818,L,N,A,F,290000
SE166HP,51.499795,-0.037252,F,N,A,T,720000
SE166PA,51.501303,-0.047316,F,N,A,T,1035000
SE166QG,51.497814,-0.038734,F,N,A,T,575500
SE166QW,51.499632,-0.038267,F,N,A,S,760000
SE166SF,51.499557,-0.045071,F,N,A,T,860000
SE167DW,51.491872,-0.037765,L,N,A,F,545000
SE167DW,51.491872,-0.037765,L,N,A,F,642000
SE167EL,51.490855,-0.036601,L,N,A,F,515000
SE167HD,51.497472,-0.034413,L,N,A,F,290000
SE167HQ,51.497609,-0.033989,L,N,A,F,430000
SE167LA,51.495496,-0.037797,L,N,A,F,422500
SE167PQ,51.495256,-0.039565,L,N,A,F,530000
SE167PY,51.495245,-0.042101,L,N,A,F,361000
SE167RH,51.493066,-0.041949,F,N,A,S,460500
SE167RH,51.493066,-0.041949,F,N,A,T,465000
SE167TD,51.495075,-0.033579,L,N,B,F,530000
SE167TN,51.497365,-0.033394,L,N,A,F,790000
SE16EZ,51.496868,-0.104773,F,N,A,T,1400000
SE16FA,51.493489,-0.101517,L,N,A,F,700000
SE16FB,51.493489,-0.101517,L,N,A,F,575000
SE16JZ,51.49791,-0.104183,L,N,B,O,265000
SE171BS,51.490699,-0.092022,L,N,A,F,665000
SE171GD,51.492496,-0.097899,L,N,A,F,725000
SE171PE,51.493013,-0.089995,F,N,A,T,702500
SE171PY,51.493519,-0.090118,L,N,B,F,447500
SE171QS,51.49129,-0.086336,L,N,A,F,337500
SE171RD,51.490298,-0.088956,L,N,A,F,376000
SE172EQ,51.48771,-0.08794,L,N,A,F,420000
SE172JX,51.489083,-0.082265,L,N,A,F,350000
SE172PN,51.485738,-0.090572,F,N,A,T,565000
SE172PN,51.485738,-0.090572,F,N,A,T,460000
SE172PU,51.484786,-0.09175,L,N,A,F,325000
SE172QS,51.48728,-0.079722,F,N,A,T,615000
SE172TL,51.486938,-0.093014,L,N,A,F,310000
SE172TQ,51.487193,-0.094285,L,N,A,F,361000
SE173DH,51.491647,-0.102224,L,N,A,F,260000
SE173DU,51.487048,-0.098123,L,N,B,F,425000
SE173EN,51.485442,-0.099457,L,N,A,F,588227
SE173EQ,51.485499,-0.096329,F,N,A,T,1250000
SE173FP,51.487823,-0.098108,L,N,A,F,627500
SE173HD,51.485423,-0.094964,F,N,A,T,730000
SE173JY,51.48692,-0.099626,F,N,A,T,509000
SE17BL,51.497593,-0.112267,L,N,A,F,330000
SE17DD,51.496488,-0.114125,L,N,A,F,370000
SE17GD,51.501579,-0.117574,L,N,B,F,670000
SE17GE,51.501579,-0.117574,L,N,A,F,530000
SE17GH,51.50264,-0.117531,L,N,A,F,507500
SE17GU,51.504074,-0.115487,L,Y,A,F,1631250
SE17PJ,51.502591,-0.116755,L,N,A,F,465000
SE17PR,51.497417,-0.109808,F,N,A,T,1050000
SE17QF,51.499138,-0.108944,L,N,A,F,510000
SE17SZ,51.491989,-0.12013,L,N,A,F,310500
SE17UT,51.500725,-0.116907,L,N,B,F,200000
SE17UW,51.49986,-0.112909,L,N,A,F,970000
SE181AD,51.486397,0.085095,F,N,A,T,500000
SE181AL,51.486303,0.08584,F,N,B,T,325000
SE181AY,51.485807,0.091493,F,N,A,T,450000
SE181JN,51.48588,0.098439,F,N,B,O,20000
SE181NE,51.485255,0.088111,F,N,A,T,365000
SE181NT,51.484752,0.09614,L,N,A,F,250000
SE181NT,51.484752,0.09614,F,N,B,T,400000
SE181PB,51.483949,0.095801,F,N,B,T,315000
SE181QA,51.48281,0.08915,F,N,B,T,362500
SE181RL,51.483469,0.086892,F,N,B,T,410000
SE181SE,51.487512,0.09268,L,N,B,F,145000
SE181SE,51.487512,0.09268,F,N,B,T,1306000
SE181SH,51.488235,0.093505,F,N,A,T,240750
SE181SZ,51.484346,0.08565,F,N,A,T,385000
SE182AF,51.479045,0.101018,L,N,A,F,100000
SE182AS,51.476894,0.106091,F,N,A,T,422000
SE182BH,51.479082,0.102937,F,N,B,T,322500
SE182BZ,51.474995,0.093605,L,N,A,F,218000
SE182DG,51.477627,0.09482,F,N,A,T,345000
SE182EU,51.474824,0.085576,F,N,A,S,380000
SE182ND,51.479287,0.090489,L,N,A,F,225000
SE182NF,51.479951,0.090058,F,N,A,T,347500
SE182PU,51.473177,0.086653,F,N,A,S,380000
SE182QL,51.479213,0.083486,F,N,A,T,575000
SE182QL,51.479213,0.083486,F,N,A,T,520000
SE182QU,51.478889,0.081009,F,N,A,T,535000
SE182SN,51.477308,0.087964,F,N,A,T,185000
SE182SS,51.481503,0.076661,L,N,A,F,285000
SE182SW,51.477073,0.086542,F,N,A,T,355000
SE183AG,51.478644,0.076533,L,N,A,F,275000
SE183DD,51.471053,0.069507,L,N,B,T,390000
SE183DD,51.471053,0.069507,F,N,B,T,390000
SE183DD,51.471053,0.069507,L,N,B,T,390000
SE183EB,51.474932,0.073916,F,N,A,T,485000
SE183EG,51.473667,0.072232,F,N,A,S,520000
SE183EW,51.480112,0.07287,F,N,A,S,563000
SE183HB,51.479237,0.074068,L,N,A,F,318000
SE183JL,51.472868,0.069604,F,N,A,S,520000
SE183NG,51.472717,0.066947,F,N,A,T,450000
SE183PA,51.477835,0.070993,F,N,A,T,475000
SE183PA,51.477835,0.070993,F,N,B,O,2977500
SE183QQ,51.476684,0.065368,F,N,A,T,445000
SE183RL,51.470594,0.060328,F,N,A,T,325000
SE183SN,51.480648,0.068516,L,N,B,F,225000
SE183TQ,51.481573,0.069076,L,N,A,F,150000
SE184NB,51.471129,0.046745,L,N,A,F,235000
SE184PT,51.471201,0.05032,L,N,A,F,346000
SE185AL,51.491559,0.058652,L,N,A,F,275000
SE185JF,51.488044,0.050326,F,N,A,S,607500
SE185NB,51.493068,0.058216,L,N,A,F,195000
SE185SS,51.494588,0.047926,L,N,A,F,335000
SE186AA,51.486757,0.066341,L,N,A,F,422500
SE186EU,51.490109,0.068958,L,N,B,O,166100
SE186FD,51.493055,0.070172,L,N,A,F,333000
SE186FT,51.49155,0.071372,L,N,A,F,480000
SE186FW,51.491519,0.072189,L,N,A,F,134250
SE186GA,51.492812,0.071198,L,N,A,F,315000
SE186HP,51.493492,0.069426,L,N,A,F,405000
SE186JF,51.491264,0.06466,L,N,A,F,185000
SE186JF,51.491264,0.06466,L,N,B,F,137100
SE186JG,51.491264,0.06466,L,N,B,F,130000
SE186QE,51.487625,0.066512,L,Y,A,F,335000
SE186RL,51.488202,0.071522,L,N,B,F,165000
SE186TA,51.494706,0.072437,L,N,A,F,630000
SE186TU,51.484791,0.067133,F,N,A,T,475000
SE186UD,51.484265,0.065309,F,N,B,T,339166
SE187DE,51.48814,0.07708,F,N,B,T,320000
SE187DJ,51.490097,0.077788,L,N,A,F,300000
SE187HY,51.486373,0.072275,L,N,B,F,180000
SE187LZ,51.487019,0.080442,L,N,A,F,190000
SE18AD,51.506066,-0.10919,L,N,A,F,645386
SE18DQ,51.50386,-0.106774,L,N,A,F,395000
SE18SZ,51.504928,-0.109875,F,N,A,T,2115000
SE191AA,51.420963,-0.086067,L,N,A,F,345000
SE191JN,51.423486,-0.092478,F,N,A,S,520000
SE191JU,51.424269,-0.088648,L,N,B,O,490000
SE191NS,51.420381,-0.080756,F,N,B,O,1105000
SE191NU,51.421373,-0.080918,L,N,A,F,640000
SE191NZ,51.421328,-0.081996,F,N,A,T,550000
SE191QH,51.423064,-0.083695,L,N,A,F,365000
SE191QY,51.426352,-0.087353,F,N,A,S,725000
SE191QZ,51.426624,-0.089125,F,N,A,T,800000
SE191RA,51.426321,-0.085959,F,N,A,T,760000
SE191SJ,51.422641,-0.079798,F,N,A,S,1130000
SE191SQ,51.42007,-0.07988,L,N,A,T,475000
SE191SR,51.425918,-0.08061,L,N,B,F,255000
SE191TX,51.419889,-0.07924,L,N,A,F,290000
SE191UY,51.42709,-0.075828,L,N,A,F,275000
SE191UY,51.42709,-0.075828,L,N,A,F,307000
SE192AD,51.418988,-0.075852,L,N,A,F,477000
SE192AW,51.415363,-0.074166,L,N,A,F,365000
SE192AW,51.415363,-0.074166,L,N,A,F,543100
SE192BN,51.412413,-0.084037,L,N,A,F,470000
SE192DJ,51.407488,-0.079771,F,N,A,S,1000000
SE192EE,51.409664,-0.080888,F,N,B,O,68000
SE192HZ,51.413899,-0.074846,L,N,A,F,553500
SE192LN,51.417298,-0.075348,L,N,A,F,330000
SE192NT,51.413308,-0.08482,F,N,B,O,36000
SE192NU,51.41399,-0.085294,L,N,A,F,343000
SE192PR,51.41674,-0.081325,L,N,A,F,345000
SE192PY,51.414001,-0.080462,F,N,A,T,740000
SE192QB,51.412852,-0.081704,L,N,A,F,167000
SE192QQ,51.412832,-0.084336,L,N,A,F,326500
SE192UP,51.415165,-0.080169,L,N,A,F,316000
SE193BA,51.418227,-0.085937,L,N,A,F,462500
SE193BS,51.410056,-0.089456,L,N,A,F,235000
SE193DA,51.409641,-0.093255,F,N,A,T,550000
SE193DF,51.408636,-0.08894,L,N,A,F,300000
SE193EJ,51.416052,-0.098756,L,N,A,F,313000
SE193EZ,51.416564,-0.096462,L,N,A,F,400000
SE193JD,51.41683,-0.102348,L,N,A,F,213000
SE193NN,51.420007,-0.103625,L,N,A,F,410000
SE193PT,51.414192,-0.088852,F,N,B,D,1150000
SE193PU,51.414732,-0.090527,F,N,A,D,2200000
SE193QS,51.417403,-0.095003,F,N,A,S,770000
SE193QT,51.418898,-0.09789,F,N,A,S,800000
SE193QT,51.418898,-0.09789,F,N,A,D,655000
SE193ST,51.419396,-0.089829,L,N,A,F,375000
SE193SW,51.418009,-0.086924,L,N,A,F,370000
SE193SX,51.41995,-0.089576,L,N,A,F,315000
SE193UX,51.418887,-0.102193,L,N,B,F,455000
SE19GJ,51.507869,-0.104839,L,N,A,F,3000000
SE19GZ,51.507446,-0.102202,L,N,A,F,1500000
SE19NZ,51.507887,-0.106118,L,N,A,F,585000
SE19NZ,51.507887,-0.106118,L,N,A,F,810000
SE207AT,51.418724,-0.058204,F,N,B,O,577500
SE207BJ,51.419246,-0.056051,F,N,A,T,670000
SE207BL,51.418613,-0.057458,F,N,A,T,780000
SE207HQ,51.415904,-0.055704,F,N,A,T,425000
SE207JH,51.416216,-0.049609,F,N,B,T,310000
SE207JS,51.417265,-0.04939,F,N,A,S,550000
SE207JT,51.41708,-0.049081,F,N,A,S,525250
SE207LH,51.41834,-0.051875,L,N,A,F,295000
SE207LX,51.41889,-0.049781,F,N,A,S,685000
SE207NR,51.414474,-0.047049,F,N,A,T,510000
SE207PT,51.413758,-0.049999,F,N,A,T,550000
SE207QN,51.410702,-0.049496,L,N,A,F,425000
SE207QN,51.410702,-0.049496,L,N,A,F,350000
SE207RX,51.410649,-0.054474,L,N,A,F,237000
SE207TU,51.406571,-0.061233,L,N,A,F,445500
SE207TX,51.405323,-0.060279,L,N,A,F,215000
SE207UF,51.404481,-0.063219,F,N,A,T,469995
SE207XZ,51.404532,-0.057581,F,N,A,T,655000
SE207YN,51.402391,-0.061898,F,N,A,T,605000
SE208AX,51.413813,-0.071801,L,N,A,F,335000
SE208BQ,51.417378,-0.071432,L,N,A,F,280000
SE208DR,51.417769,-0.063549,L,N,A,F,280000
SE208DR,51.417769,-0.063549,L,N,A,S,510000
SE208ED,51.409109,-0.05973,L,N,A,F,245000
SE208EF,51.410739,-0.064766,F,N,B,F,625000
SE208EF,51.410739,-0.064766,F,N,B,S,625000
SE208EF,51.410739,-0.064766,L,N,A,F,283500
SE208EJ,51.410136,-0.062048,L,N,B,F,325000
SE208EY,51.41064,-0.061006,L,N,B,F,200000
SE208HH,51.412369,-0.05676,L,N,A,F,320000
SE208JW,51.4118,-0.062579,L,N,A,F,300000
SE208QJ,51.41516,-0.059129,F,N,B,O,15000
SE208TP,51.408059,-0.065872,L,N,A,F,310000
SE20DZ,51.482678,0.137295,L,N,A,F,256500
SE20EU,51.485542,0.105769,L,N,A,F,220000
SE20HE,51.4868,0.105323,F,N,A,S,412000
SE20HY,51.487045,0.101732,F,N,B,O,2977500
SE20LB,51.48537,0.116333,L,N,B,F,205000
SE20LU,51.48759,0.118856,F,N,B,T,400000
SE20ND,51.48739,0.115995,L,N,A,F,250000
SE20ND,51.48739,0.115995,F,N,A,T,450000
SE20NZ,51.477218,0.107099,F,N,A,T,435000
SE20QS,51.486497,0.113692,F,N,A,T,385000
SE20RY,51.479604,0.123397,F,N,A,D,670000
SE20UL,51.488165,0.108944,F,N,A,T,430000
SE20YB,51.480506,0.102268,F,N,B,T,350000
SE217DN,51.450555,-0.082614,F,N,A,S,1365000
SE217ED,51.446469,-0.073618,F,N,A,T,2565000
SE217LX,51.434732,-0.080629,L,N,A,F,625000
SE217NB,51.43344,-0.079734,L,N,A,F,580000
SE218BD,51.433103,-0.089373,L,N,A,F,752200
SE218BE,51.431928,-0.089565,L,N,B,F,310000
SE218BT,51.432319,-0.090945,L,N,A,F,280000
SE218DF,51.433274,-0.091624,L,N,A,F,472000
SE218EA,51.434715,-0.094499,L,N,A,F,450000
SE218ED,51.433413,-0.094078,L,N,A,F,450000
SE218ED,51.433413,-0.094078,L,N,A,F,478850
SE218EE,51.433585,-0.094661,L,N,A,F,521500
SE218HB,51.438301,-0.097156,F,N,A,S,1551125
SE218HP,51.440631,-0.09444,L,N,A,F,437500
SE218JD,51.441756,-0.104495,L,N,A,F,425000
SE218JN,51.44073,-0.100522,L,N,A,F,415000
SE218LG,51.439058,-0.094995,L,N,A,F,390077
SE218LZ,51.445627,-0.099197,F,N,A,T,683500
SE218NH,51.443505,-0.095328,F,N,A,T,765000
SE218NU,51.432998,-0.082399,L,N,A,F,180000
SE218RF,51.437003,-0.093051,L,N,A,F,375000
SE218SY,51.438895,-0.092728,F,N,A,T,785000
SE220AR,51.455367,-0.067327,L,N,A,F,578000
SE220AX,51.45534,-0.066753,F,N,A,T,1280000
SE220AX,51.45534,-0.066753,F,N,A,T,1210000
SE220AZ,51.452255,-0.068394,L,N,A,F,627000
SE220BD,51.449944,-0.07006,F,N,A,S,1100500
SE220BQ,51.448355,-0.071826,F,N,B,T,460000
SE220DN,51.449721,-0.069062,F,N,A,T,1615000
SE220DN,51.449721,-0.069062,F,N,A,T,1490000
SE220EP,51.450846,-0.068569,F,N,A,T,830000
SE220ER,51.449688,-0.066531,F,N,A,T,980000
SE220HB,51.449235,-0.06737,F,N,A,T,670000
SE220HG,51.452012,-0.064,F,N,A,T,897500
SE220HH,51.451995,-0.063555,F,N,A,T,952250
SE220HR,51.455856,-0.068069,F,N,B,S,1100000
SE220HW,51.453929,-0.070108,L,N,A,F,716500
SE220HW,51.453929,-0.070108,F,N,B,T,675000
SE220NH,51.452628,-0.058274,L,N,A,F,570000
SE220NN,51.454206,-0.057502,F,N,A,S,942000
SE220PQ,51.447627,-0.065268,L,N,A,F,632500
SE220PQ,51.447627,-0.065268,F,N,A,S,1060000
SE220PU,51.447718,-0.06647,L,N,A,F,455000
SE220QL,51.451388,-0.063235,L,N,A,F,575000
SE220QQ,51.445699,-0.066196,F,N,A,T,680000
SE220RW,51.454068,-0.063812,L,N,A,F,410000
SE220RX,51.451405,-0.057192,L,N,A,F,600000
SE220SF,51.451782,-0.057735,L,N,A,F,440000
SE220SF,51.451782,-0.057735,L,N,A,F,400000
SE228DE,51.46133,-0.081601,L,N,A,F,440000
SE228DF,51.462886,-0.078354,F,N,A,T,1260000
SE228DL,51.459957,-0.082882,F,N,A,T,555000
SE228HA,51.454919,-0.076705,L,N,A,F,560000
SE228JU,51.44506,-0.069417,F,N,A,T,1800000
SE228LB,51.442239,-0.065755,L,N,A,F,450000
SE228QP,51.455,-0.077821,L,N,B,F,498500
SE228QP,51.455,-0.077821,L,N,B,F,473500
SE228QP,51.455,-0.077821,L,N,A,F,530000
SE228RG,51.460324,-0.079498,F,N,A,S,980000
SE228RP,51.457662,-0.076719,F,N,A,T,1322000
SE228SR,51.453346,-0.08005,F,N,A,T,1930000
SE228UH,51.45093,-0.07805,F,N,A,S,1687500
SE229AD,51.459584,-0.074378,F,N,A,T,817000
SE229AP,51.460671,-0.074301,L,N,A,F,507500
SE229AP,51.460671,-0.074301,L,N,A,F,461250
SE229AX,51.462131,-0.06959,L,N,B,F,385000
SE229BD,51.461812,-0.068826,L,N,A,F,505000
SE229BG,51.461402,-0.068454,L,N,A,F,606000
SE229DL,51.455957,-0.074758,F,N,A,T,915000
SE229EF,51.457319,-0.068428,F,N,A,T,840000
SE229EY,51.458114,-0.0714,L,N,A,F,715000
SE229HJ,51.458473,-0.073026,F,N,A,T,825000
SE229HQ,51.456319,-0.073261,F,N,A,T,1225000
SE229JA,51.453951,-0.073634,F,N,A,T,942500
SE229JA,51.453951,-0.073634,F,N,A,T,1200000
SE229JR,51.451816,-0.074486,L,N,A,T,400500
SE229LH,51.454739,-0.076177,F,N,A,T,1148000
SE229NQ,51.456418,-0.069442,F,N,A,T,1150000
SE229PB,51.454399,-0.073474,F,N,A,T,640000
SE229PB,51.454399,-0.073474,F,N,A,T,895000
SE229PF,51.45392,-0.070601,F,N,A,T,986000
SE229PJ,51.452342,-0.072017,F,N,A,T,875000
SE229QA,51.459697,-0.066511,F,N,B,O,40000
SE229QP,51.46141,-0.066784,L,N,A,F,370000
SE231AA,51.443737,-0.049272,F,N,A,T,667275
SE231BQ,51.444321,-0.047086,L,N,A,F,290000
SE231DU,51.448422,-0.04278,L,N,A,F,510000
SE231DZ,51.449006,-0.043302,L,N,A,S,297000
SE231EJ,51.445362,-0.045835,F,N,A,T,760000
SE231EL,51.445045,-0.045705,F,N,A,T,765000
SE231EN,51.445506,-0.047481,F,N,A,T,600000
SE231HP,51.44239,-0.043444,L,N,A,F,342500
SE231JX,51.450017,-0.042453,F,N,A,S,850000
SE231LB,51.450826,-0.039698,L,N,B,F,470500
SE231NE,51.448265,-0.037131,L,N,A,F,420000
SE231NF,51.448551,-0.03437,F,N,A,T,654000
SE231PD,51.45118,-0.041525,F,N,A,T,867000
SE232AD,51.440423,-0.036604,L,N,A,F,335000
SE232AG,51.439163,-0.036514,L,N,A,F,294000
SE232DA,51.44148,-0.050329,L,N,A,F,465000
SE232DH,51.440696,-0.045384,F,N,A,T,910000
SE232DJ,51.440597,-0.045949,F,N,A,T,697000
SE232DY,51.437257,-0.044078,L,N,A,F,520000
SE232HA,51.440596,-0.042122,F,N,A,S,765000
SE232HR,51.441183,-0.035794,F,N,A,T,915000
SE232JE,51.435804,-0.045924,L,N,A,F,510000
SE232LG,51.436811,-0.051866,L,N,A,F,332000
SE232PJ,51.437954,-0.047631,F,N,A,F,730000
SE232QA,51.439611,-0.047733,L,N,A,F,545000
SE232RQ,51.435116,-0.041378,F,N,A,S,990000
SE232RT,51.434041,-0.040532,L,N,A,F,308000
SE232SG,51.438421,-0.036776,L,N,A,F,333000
SE232TN,51.43581,-0.037147,F,N,A,T,700000
SE232TQ,51.43684,-0.039031,L,N,A,F,507500
SE232TR,51.438133,-0.036256,F,N,A,D,900000
SE232TR,51.438133,-0.036256,L,N,A,F,431595
SE232TR,51.438133,-0.036256,L,N,A,F,660000
SE232UQ,51.436857,-0.048138,F,N,A,S,1095000
SE232XL,51.43127,-0.047973,L,N,A,F,180000
SE233BH,51.443608,-0.053951,L,N,A,F,350000
SE233BH,51.443608,-0.053951,F,N,A,D,935000
SE233EN,51.44055,-0.053938,L,N,A,F,420000
SE233HA,51.439628,-0.053606,F,N,B,O,1000000
SE233LU,51.441372,-0.053586,L,N,A,F,398600
SE233PY,51.441669,-0.055243,L,N,A,F,310000
SE233QH,51.445782,-0.060839,F,N,A,S,830000
SE233RL,51.443909,-0.05368,F,N,A,S,1510000
SE233RR,51.441332,-0.058754,L,N,A,F,400000
SE233RW,51.443054,-0.056335,L,N,A,F,450000
SE233TD,51.447238,-0.051581,L,N,A,F,556000
SE233TD,51.447238,-0.051581,F,N,A,S,1050000
SE233TE,51.446576,-0.051796,F,N,A,D,645000
