Pcd,Lat,Long,Duration,num_Dur,Old_Or_New,num_Old,Prd_Category_Type,num_Prd,Property_Type,num_Pro,dis_station,station_dis,station_Lat,station_Lng,dis_airport,air_dis,air_Lat,air_Lng,Price
E177QF,51.581064,-0.026708,F,2,N,2,A,1,T,1.5,7.945,1,51.5178,-0.0801,32.278,0,51.4654953,-0.454687267,717000
E177QF,51.581064,-0.026708,F,2,N,2,A,1,T,1.5,7.945,1,51.5178,-0.0801,32.278,0,51.4654953,-0.454687267,715000
E177QH,51.580823,-0.021999,F,2,N,2,A,1,S,1.5,8.078,1,51.5178,-0.0801,32.567,0,51.4654953,-0.454687267,682000
E177QL,51.5813,-0.019929,L,1,N,2,A,1,F,1,8.195,1,51.5178,-0.0801,32.719,0,51.4654953,-0.454687267,415000
E177QQ,51.580721,-0.025597,F,2,N,2,A,1,T,1.5,7.947,1,51.5178,-0.0801,32.334,0,51.4654953,-0.454687267,530000
E178BW,51.575423,-0.031903,F,2,N,2,A,1,T,1.5,7.222,1,51.5178,-0.0801,31.703,0,51.4654953,-0.454687267,550000
E178BX,51.575746,-0.031889,F,2,N,2,A,1,T,1.5,7.255,1,51.5178,-0.0801,31.718,0,51.4654953,-0.454687267,735000
E178DB,51.576967,-0.03071,L,1,N,2,A,1,F,1,7.413,1,51.5178,-0.0801,31.845,0,51.4654953,-0.454687267,327500
E178DE,51.575356,-0.030578,F,2,N,2,A,1,T,1.5,7.259,1,51.5178,-0.0801,31.785,0,51.4654953,-0.454687267,493000
E178EE,51.571595,-0.026209,L,1,N,2,A,1,F,1,7.048,1,51.5178,-0.0801,31.908,0,51.4654953,-0.454687267,420000
E178HP,51.569821,-0.02923,L,1,N,2,A,1,F,1,6.77,1,51.5178,-0.0801,31.642,0,51.4654953,-0.454687267,422500
E178JH,51.571409,-0.025308,L,1,N,2,A,1,F,1,7.063,1,51.5178,-0.0801,31.959,0,51.4654953,-0.454687267,410000
E178JP,51.574258,-0.020393,F,2,N,2,A,1,T,1.5,7.514,1,51.5178,-0.0801,32.391,0,51.4654953,-0.454687267,603000
E178JU,51.575693,-0.018051,L,1,N,2,A,1,F,1,7.736,1,51.5178,-0.0801,32.601,0,51.4654953,-0.454687267,235000
E178NH,51.575252,-0.016944,F,2,N,2,A,1,T,1.5,7.738,1,51.5178,-0.0801,32.654,0,51.4654953,-0.454687267,761000
E178NN,51.577527,-0.022835,F,2,N,2,A,1,T,1.5,7.732,1,51.5178,-0.0801,32.372,0,51.4654953,-0.454687267,607705
E178NQ,51.575019,-0.019134,L,1,N,2,A,1,F,1,7.632,1,51.5178,-0.0801,32.503,0,51.4654953,-0.454687267,331000
E178NW,51.577362,-0.023174,F,2,N,2,A,1,T,1.5,7.704,1,51.5178,-0.0801,32.343,0,51.4654953,-0.454687267,715000
E178PG,51.577343,-0.02788,F,2,N,2,A,1,T,1.5,7.542,1,51.5178,-0.0801,32.042,0,51.4654953,-0.454687267,567500
E178PN,51.577174,-0.028565,L,1,N,2,A,1,F,1,7.502,1,51.5178,-0.0801,31.991,0,51.4654953,-0.454687267,360000
E178PN,51.577174,-0.028565,L,1,N,2,A,1,F,1,7.502,1,51.5178,-0.0801,31.991,0,51.4654953,-0.454687267,408000
E178QX,51.575968,-0.019973,L,1,N,2,B,2.5,T,1.5,7.689,1,51.5178,-0.0801,32.489,0,51.4654953,-0.454687267,295000
E178SA,51.576001,-0.033696,L,1,N,2,A,1,F,1,7.223,1,51.5178,-0.0801,31.614,0,51.4654953,-0.454687267,247000
E178XD,51.579578,-0.020205,L,1,N,2,A,1,F,1,8.021,1,51.5178,-0.0801,32.627,0,51.4654953,-0.454687267,230000
E179AA,51.578255,-0.017477,L,1,N,2,B,2.5,O,7,7.996,1,51.5178,-0.0801,32.745,0,51.4654953,-0.454687267,25000
E179AF,51.579167,-0.018766,F,2,N,2,A,1,T,1.5,8.034,1,51.5178,-0.0801,32.701,0,51.4654953,-0.454687267,450000
E179BD,51.577249,-0.015919,F,2,N,2,B,2.5,T,1.5,7.962,1,51.5178,-0.0801,32.802,0,51.4654953,-0.454687267,550000
E179BH,51.579025,-0.01564,F,2,N,2,A,1,T,1.5,8.137,1,51.5178,-0.0801,32.895,0,51.4654953,-0.454687267,850000
E179BH,51.579025,-0.01564,F,2,N,2,A,1,T,1.5,8.137,1,51.5178,-0.0801,32.895,0,51.4654953,-0.454687267,840000
E179BL,51.578769,-0.015406,L,1,N,2,A,1,F,1,8.122,1,51.5178,-0.0801,32.899,0,51.4654953,-0.454687267,499000
E179BT,51.57806,-0.014426,L,1,N,2,A,1,F,1,8.094,1,51.5178,-0.0801,32.932,0,51.4654953,-0.454687267,510620
E179BY,51.578978,-0.010229,F,2,N,2,A,1,T,1.5,8.344,1,51.5178,-0.0801,33.239,0,51.4654953,-0.454687267,918000
E179DB,51.577936,-0.011329,F,2,N,2,A,1,T,1.5,8.205,1,51.5178,-0.0801,33.125,0,51.4654953,-0.454687267,1030000
E179DD,51.578157,-0.010049,L,1,N,2,A,1,F,1,8.277,1,51.5178,-0.0801,33.216,0,51.4654953,-0.454687267,458000
E179DP,51.580627,-0.001454,L,1,N,2,A,1,F,1,8.853,1,51.5178,-0.0801,33.87,0,51.4654953,-0.454687267,450000
E179HN,51.583293,-0.001135,F,2,N,2,A,1,T,1.5,9.102,1,51.5178,-0.0801,34.002,0,51.4654953,-0.454687267,838000
E179HP,51.584251,-0.007762,F,2,N,2,A,1,T,1.5,8.923,1,51.5178,-0.0801,33.621,0,51.4654953,-0.454687267,600000
E179JD,51.580079,-0.006212,L,1,N,2,A,1,F,1,8.606,1,51.5178,-0.0801,33.542,0,51.4654953,-0.454687267,405000
E179JJ,51.580733,-0.006097,F,2,N,2,A,1,T,1.5,8.669,1,51.5178,-0.0801,33.577,0,51.4654953,-0.454687267,760000
E179JL,51.5811,-0.005446,F,2,N,2,A,1,D,2,8.729,1,51.5178,-0.0801,33.634,0,51.4654953,-0.454687267,915000
E179NG,51.582825,-0.014348,F,2,N,2,A,1,T,1.5,8.541,1,51.5178,-0.0801,33.14,0,51.4654953,-0.454687267,817500
E179PD,51.579584,-0.016251,F,2,N,2,A,1,T,1.5,8.166,1,51.5178,-0.0801,32.88,0,51.4654953,-0.454687267,880000
E179PG,51.580098,-0.015304,L,1,N,2,A,1,F,1,8.25,1,51.5178,-0.0801,32.962,0,51.4654953,-0.454687267,490625
E179PX,51.581082,-0.01874,L,1,N,2,B,2.5,O,7,8.217,1,51.5178,-0.0801,32.785,0,51.4654953,-0.454687267,5000
E179QH,51.581756,-0.017109,F,2,N,2,A,1,F,1,8.339,1,51.5178,-0.0801,32.918,0,51.4654953,-0.454687267,790000
E179RG,51.584053,-0.014685,F,2,N,2,A,1,T,1.5,8.645,1,51.5178,-0.0801,33.173,0,51.4654953,-0.454687267,830000
E179RN,51.585248,-0.009811,L,1,N,2,A,1,F,1,8.937,1,51.5178,-0.0801,33.534,0,51.4654953,-0.454687267,450000
E179RP,51.584504,-0.010522,L,1,N,2,A,1,F,1,8.841,1,51.5178,-0.0801,33.457,0,51.4654953,-0.454687267,460000
E179RX,51.586589,-0.009868,L,1,N,2,A,1,F,1,9.06,1,51.5178,-0.0801,33.59,0,51.4654953,-0.454687267,549000
E179SD,51.584639,-0.015799,F,2,N,2,A,1,T,1.5,8.66,1,51.5178,-0.0801,33.128,0,51.4654953,-0.454687267,835000
E179SE,51.584412,-0.016776,L,1,N,2,A,1,F,1,8.604,1,51.5178,-0.0801,33.056,0,51.4654953,-0.454687267,550000
E17AP,51.515397,-0.072484,L,1,N,2,B,2.5,F,1,0.591,1,51.5178,-0.0801,27.037,0,51.4654953,-0.454687267,730000
E181DY,51.599682,0.031063,F,2,N,2,A,1,T,1.5,11.914,1,51.5178,-0.0801,34.694,0,51.885,0.235,670000
E181EH,51.592408,0.028905,L,1,N,2,B,2.5,F,1,11.208,1,51.5178,-0.0801,35.495,0,51.885,0.235,277500
E181JA,51.595989,0.035042,L,1,N,2,A,1,F,1,11.788,1,51.5178,-0.0801,34.962,0,51.885,0.235,335000
E181JN,51.592411,0.030291,L,1,N,2,A,1,F,1,11.273,1,51.5178,-0.0801,35.457,0,51.885,0.235,480000
E181LU,51.588753,0.032785,F,2,N,2,A,1,T,1.5,11.098,1,51.5178,-0.0801,35.763,0,51.885,0.235,910000
E181NA,51.586736,0.035567,L,1,N,2,A,1,F,1,11.078,1,51.5178,-0.0801,35.896,0,51.885,0.235,414000
E181NB,51.587493,0.034908,L,1,N,2,A,1,F,1,11.103,1,51.5178,-0.0801,35.836,0,51.885,0.235,413500
E181PS,51.590363,0.027573,F,2,N,2,A,1,T,1.5,10.978,1,51.5178,-0.0801,35.74,0,51.885,0.235,750000
E181PX,51.590097,0.028903,F,2,N,2,A,1,T,1.5,11.019,1,51.5178,-0.0801,35.731,0,51.885,0.235,745000
E181PX,51.590097,0.028903,F,2,N,2,A,1,T,1.5,11.019,1,51.5178,-0.0801,35.731,0,51.885,0.235,737000
E181PZ,51.587872,0.027043,F,2,N,2,A,1,S,1.5,10.751,1,51.5178,-0.0801,35.997,0,51.4654953,-0.454687267,725000
E181QE,51.586681,0.027784,F,2,N,2,A,1,T,1.5,10.691,1,51.5178,-0.0801,35.995,0,51.4654953,-0.454687267,912500
E182AB,51.5928,0.023942,L,1,N,2,A,1,F,1,11.013,1,51.5178,-0.0801,35.593,0,51.885,0.235,395000
E182AW,51.589579,0.025589,L,1,N,2,A,1,F,1,10.821,1,51.5178,-0.0801,35.875,0,51.885,0.235,390000
E182AX,51.589233,0.023206,F,2,N,2,A,1,T,1.5,10.682,1,51.5178,-0.0801,35.809,0,51.4654953,-0.454687267,845000
E182BD,51.592857,0.024811,L,1,N,2,A,1,F,1,11.057,1,51.5178,-0.0801,35.563,0,51.885,0.235,255000
E182BT,51.586282,0.014428,L,1,N,2,A,1,F,1,10.035,1,51.5178,-0.0801,35.123,0,51.4654953,-0.454687267,345000
E182BU,51.584709,0.014892,L,1,N,2,A,1,F,1,9.924,1,51.5178,-0.0801,35.087,0,51.4654953,-0.454687267,388000
E182EN,51.586055,0.022906,F,2,N,2,A,1,D,2,10.408,1,51.5178,-0.0801,35.656,0,51.4654953,-0.454687267,1255000
E182EP,51.585068,0.02227,L,1,N,2,A,1,F,1,10.298,1,51.5178,-0.0801,35.575,0,51.4654953,-0.454687267,440000
E182HS,51.592233,0.020322,L,1,N,2,A,1,F,1,10.803,1,51.5178,-0.0801,35.753,0,51.885,0.235,315000
E182LL,51.597232,0.01406,F,2,N,2,A,1,T,1.5,10.972,1,51.5178,-0.0801,35.43,0,51.885,0.235,710000
E182LL,51.597232,0.01406,F,2,N,2,A,1,T,1.5,10.972,1,51.5178,-0.0801,35.43,0,51.885,0.235,660000
E182NS,51.597267,0.016213,L,1,N,2,A,1,F,1,11.064,1,51.5178,-0.0801,35.363,0,51.885,0.235,395000
E182NS,51.597267,0.016213,F,2,N,2,A,1,S,1.5,11.064,1,51.5178,-0.0801,35.363,0,51.885,0.235,830000
E182NT,51.597161,0.015573,F,2,N,2,A,1,T,1.5,11.028,1,51.5178,-0.0801,35.393,0,51.885,0.235,755000
E182NU,51.597169,0.015112,L,1,N,2,A,1,F,1,11.01,1,51.5178,-0.0801,35.406,0,51.885,0.235,380000
E182PD,51.597296,0.020835,L,1,N,2,A,1,F,1,11.262,1,51.5178,-0.0801,35.226,0,51.885,0.235,300000
E182QE,51.59777,0.022011,L,1,N,2,B,2.5,O,7,11.354,1,51.5178,-0.0801,35.144,0,51.885,0.235,375000
E18DR,51.512237,-0.071106,L,1,N,2,A,1,F,1,0.877,1,51.5178,-0.0801,27.062,0,51.4654953,-0.454687267,440000
E18DT,51.512505,-0.072707,F,2,N,2,B,2.5,O,7,0.78,1,51.5178,-0.0801,26.959,0,51.4654953,-0.454687267,4900000
E18GJ,51.512441,-0.068818,L,1,N,2,A,1,F,1,0.982,1,51.5178,-0.0801,27.222,0,51.4654953,-0.454687267,500000
E18HN,51.509953,-0.061948,L,1,N,2,A,1,F,1,1.529,1,51.5178,-0.0801,27.639,0,51.4654953,-0.454687267,265000
E18LR,51.509953,-0.070105,L,1,N,2,A,1,F,1,1.113,1,51.5178,-0.0801,27.083,0,51.4654953,-0.454687267,473000
E18LT,51.509342,-0.070102,L,1,N,2,A,1,F,1,1.168,1,51.5178,-0.0801,27.071,0,51.4654953,-0.454687267,345000
E18NJ,51.514546,-0.069954,L,1,N,2,A,1,F,1,0.79,1,51.5178,-0.0801,27.19,0,51.4654953,-0.454687267,294000
E18NT,51.511018,-0.067062,L,1,N,2,B,2.5,O,7,1.176,1,51.5178,-0.0801,27.312,0,51.4654953,-0.454687267,186400
E18RJ,51.511629,-0.069198,L,1,N,2,A,1,F,1,1.02,1,51.5178,-0.0801,27.179,0,51.4654953,-0.454687267,385000
E1W2JG,51.50729,-0.059655,L,1,N,2,A,1,F,1,1.835,1,51.5178,-0.0801,27.744,0,51.4654953,-0.454687267,500000
E1W2PB,51.504142,-0.057469,L,1,N,2,A,1,F,1,2.182,1,51.5178,-0.0801,27.838,0,51.4654953,-0.454687267,895400
E1W2PQ,51.503986,-0.059968,L,1,N,2,A,1,F,1,2.074,1,51.5178,-0.0801,27.665,0,51.4654953,-0.454687267,480000
E1W2RR,51.504674,-0.056985,L,1,N,2,A,1,F,1,2.165,1,51.5178,-0.0801,27.881,0,51.4654953,-0.454687267,1037500
E1W2YG,51.503462,-0.060379,L,1,N,2,A,1,F,1,2.099,1,51.5178,-0.0801,27.628,0,51.4654953,-0.454687267,475000
E1W3ES,51.5099,-0.046242,L,1,N,2,A,1,F,1,2.502,1,51.5178,-0.0801,28.708,0,51.4654953,-0.454687267,520000
E1W3ES,51.5099,-0.046242,L,1,N,2,B,2.5,F,1,2.502,1,51.5178,-0.0801,28.708,0,51.4654953,-0.454687267,665000
E1W3ET,51.5099,-0.046242,L,1,N,2,A,1,F,1,2.502,1,51.5178,-0.0801,28.708,0,51.4654953,-0.454687267,670000
E1W3HT,51.510031,-0.047102,L,1,N,2,B,2.5,F,1,2.441,1,51.5178,-0.0801,28.652,0,51.4654953,-0.454687267,410000
E1W3SJ,51.506723,-0.052042,L,1,N,2,A,1,F,1,2.299,1,51.5178,-0.0801,28.254,0,51.4654953,-0.454687267,1200000
E1W3SZ,51.507151,-0.054012,L,1,N,2,A,1,F,1,2.159,1,51.5178,-0.0801,28.127,0,51.4654953,-0.454687267,435000
E1W3SZ,51.507151,-0.054012,L,1,N,2,A,1,F,1,2.159,1,51.5178,-0.0801,28.127,0,51.4654953,-0.454687267,485000
E1W3TJ,51.506744,-0.053323,L,1,N,2,A,1,T,1.5,2.224,1,51.5178,-0.0801,28.167,0,51.4654953,-0.454687267,343000
E1W3WA,51.510117,-0.044144,L,1,N,2,A,1,F,1,2.631,1,51.5178,-0.0801,28.855,0,51.4654953,-0.454687267,525000
E20BG,51.527743,-0.061006,L,1,N,2,A,1,F,1,1.723,1,51.5178,-0.0801,28.118,0,51.4654953,-0.454687267,335000
E20DP,51.525733,-0.058006,L,1,N,2,A,1,F,1,1.765,1,51.5178,-0.0801,28.266,0,51.4654953,-0.454687267,465000
E20DY,51.526661,-0.060244,F,2,N,2,B,2.5,O,7,1.691,1,51.5178,-0.0801,28.14,0,51.4654953,-0.454687267,820000
E20LT,51.527842,-0.050708,L,1,N,2,A,1,F,1,2.32,1,51.5178,-0.0801,28.812,0,51.4654953,-0.454687267,457000
E20LT,51.527842,-0.050708,L,1,N,2,A,1,F,1,2.32,1,51.5178,-0.0801,28.812,0,51.4654953,-0.454687267,415000
E20NN,51.530147,-0.050335,F,2,N,2,A,1,T,1.5,2.475,1,51.5178,-0.0801,28.899,0,51.4654953,-0.454687267,1150000
E20NQ,51.528557,-0.05098,L,1,N,2,A,1,F,1,2.343,1,51.5178,-0.0801,28.813,0,51.4654953,-0.454687267,308500
E20NQ,51.528557,-0.05098,L,1,N,2,B,2.5,F,1,2.343,1,51.5178,-0.0801,28.813,0,51.4654953,-0.454687267,365000
E20PU,51.527621,-0.047113,L,1,N,2,A,1,F,1,2.53,1,51.5178,-0.0801,29.048,0,51.4654953,-0.454687267,425000
E20RW,51.52834,-0.048192,L,1,N,2,B,2.5,F,1,2.499,1,51.5178,-0.0801,28.994,0,51.4654953,-0.454687267,370000
E20SE,51.529556,-0.044003,L,1,N,2,A,1,F,1,2.819,1,51.5178,-0.0801,29.308,0,51.4654953,-0.454687267,405000
E20SF,51.529289,-0.042558,L,1,N,2,B,2.5,F,1,2.895,1,51.5178,-0.0801,29.398,0,51.4654953,-0.454687267,292500
E26ED,51.5236,-0.070955,L,1,N,2,A,1,F,1,0.903,1,51.5178,-0.0801,27.34,0,51.4654953,-0.454687267,670000
E26EX,51.524407,-0.065933,L,1,N,2,A,1,F,1,1.225,1,51.5178,-0.0801,27.698,0,51.4654953,-0.454687267,467000
E26JD,51.524574,-0.065133,L,1,N,2,A,1,F,1,1.281,1,51.5178,-0.0801,27.757,0,51.4654953,-0.454687267,402500
E26LZ,51.527585,-0.062843,L,1,N,2,A,1,F,1,1.615,1,51.5178,-0.0801,27.99,0,51.4654953,-0.454687267,512000
E26PQ,51.531103,-0.062449,L,1,N,2,A,1,F,1,1.918,1,51.5178,-0.0801,28.115,0,51.4654953,-0.454687267,580000
E26PX,51.530051,-0.060792,F,2,N,2,A,1,T,1.5,1.908,1,51.5178,-0.0801,28.196,0,51.4654953,-0.454687267,910000
E26QQ,51.530687,-0.060664,L,1,N,2,A,1,F,1,1.965,1,51.5178,-0.0801,28.222,0,51.4654953,-0.454687267,650000
E27AE,51.529954,-0.064213,L,1,N,2,A,1,F,1,1.742,1,51.5178,-0.0801,27.964,0,51.4654953,-0.454687267,630000
E27AP,51.531519,-0.062056,L,1,N,2,A,1,F,1,1.971,1,51.5178,-0.0801,28.153,0,51.4654953,-0.454687267,423000
E27LJ,51.52638,-0.071587,L,1,N,2,B,2.5,F,1,1.121,1,51.5178,-0.0801,27.371,0,51.4654953,-0.454687267,475000
E27PA,51.527875,-0.076123,F,2,N,2,B,2.5,O,7,1.154,1,51.5178,-0.0801,27.109,0,51.4654953,-0.454687267,107730
E27PP,51.528339,-0.07482,L,1,N,2,A,1,F,1,1.227,1,51.5178,-0.0801,27.209,0,51.4654953,-0.454687267,315000
E28LL,51.532475,-0.072584,L,1,N,2,A,1,F,1,1.713,1,51.5178,-0.0801,27.478,0,51.4654953,-0.454687267,515000
E28NA,51.531256,-0.068959,L,1,N,2,A,1,F,1,1.683,1,51.5178,-0.0801,27.684,0,51.4654953,-0.454687267,627000
E28NH,51.531645,-0.068597,F,2,N,2,B,2.5,O,7,1.733,1,51.5178,-0.0801,27.72,0,51.4654953,-0.454687267,7283400
E28QF,51.532579,-0.065255,L,1,N,2,A,1,F,1,1.938,1,51.5178,-0.0801,27.97,0,51.4654953,-0.454687267,916250
E28QN,51.53406,-0.065048,L,1,N,2,A,1,F,1,2.086,1,51.5178,-0.0801,28.028,0,51.4654953,-0.454687267,555000
E29BW,51.532499,-0.062534,L,1,N,2,A,1,F,1,2.037,1,51.5178,-0.0801,28.149,0,51.4654953,-0.454687267,512000
E29DA,51.53335,-0.056946,L,1,N,2,B,2.5,O,7,2.357,1,51.5178,-0.0801,28.547,0,51.4654953,-0.454687267,5000
E29PQ,51.529299,-0.053961,L,1,N,2,A,1,F,1,2.215,1,51.5178,-0.0801,28.633,0,51.4654953,-0.454687267,530000
E29PW,51.530744,-0.049474,F,2,N,2,A,1,T,1.5,2.561,1,51.5178,-0.0801,28.973,0,51.4654953,-0.454687267,910000
E32AL,51.526876,-0.027884,L,1,Y,1,A,1,F,1,3.751,1,51.5178,-0.0801,30.324,0,51.4654953,-0.454687267,437000
E32AL,51.526876,-0.027884,L,1,Y,1,A,1,F,1,3.751,1,51.5178,-0.0801,30.324,0,51.4654953,-0.454687267,437000
E32AL,51.526876,-0.027884,L,1,Y,1,A,1,F,1,3.751,1,51.5178,-0.0801,30.324,0,51.4654953,-0.454687267,415000
E32AL,51.526876,-0.027884,L,1,Y,1,A,1,F,1,3.751,1,51.5178,-0.0801,30.324,0,51.4654953,-0.454687267,445000
E32DB,51.528629,-0.031586,L,1,N,2,A,1,F,1,3.566,1,51.5178,-0.0801,30.119,0,51.4654953,-0.454687267,184250
E32DL,51.530097,-0.026375,L,1,N,2,A,1,F,1,3.96,1,51.5178,-0.0801,30.507,0,51.4654953,-0.454687267,375000
E32DS,51.530587,-0.027133,L,1,N,2,A,1,F,1,3.931,1,51.5178,-0.0801,30.469,0,51.4654953,-0.454687267,420000
E32HZ,51.532738,-0.027271,L,1,N,2,A,1,F,1,4.015,1,51.5178,-0.0801,30.517,0,51.4654953,-0.454687267,425000
E32LY,51.535618,-0.029006,F,2,N,2,A,1,T,1.5,4.052,1,51.5178,-0.0801,30.48,0,51.4654953,-0.454687267,650000
E32QN,51.53118,-0.022306,L,1,N,2,A,1,F,1,4.266,1,51.5178,-0.0801,30.809,0,51.4654953,-0.454687267,510000
E32SD,51.533635,-0.022877,L,1,N,2,A,1,F,1,4.333,1,51.5178,-0.0801,30.836,0,51.4654953,-0.454687267,337500
E32TF,51.533717,-0.021879,L,1,N,2,A,1,F,1,4.4,1,51.5178,-0.0801,30.905,0,51.4654953,-0.454687267,510000
E32TR,51.532293,-0.022215,F,2,N,2,B,2.5,T,1.5,4.317,1,51.5178,-0.0801,30.844,0,51.4654953,-0.454687267,340000
E32US,51.532073,-0.021417,L,1,N,2,A,1,F,1,4.359,1,51.5178,-0.0801,30.892,0,51.4654953,-0.454687267,512500
E33BQ,51.528642,-0.015251,L,1,N,2,A,1,F,1,4.646,1,51.5178,-0.0801,31.22,0,51.4654953,-0.454687267,323700
E33FG,51.523553,-0.01429,L,1,N,2,A,1,F,1,4.598,1,51.5178,-0.0801,31.164,0,51.4654953,-0.454687267,405000
E33FQ,51.526619,-0.019577,L,1,N,2,A,1,F,1,4.301,1,51.5178,-0.0801,30.878,0,51.4654953,-0.454687267,457500
E33FQ,51.526619,-0.019577,L,1,N,2,A,1,F,1,4.301,1,51.5178,-0.0801,30.878,0,51.4654953,-0.454687267,484750
E33FQ,51.526619,-0.019577,L,1,N,2,A,1,F,1,4.301,1,51.5178,-0.0801,30.878,0,51.4654953,-0.454687267,373950
E33GF,51.525963,-0.02011,L,1,N,2,A,1,F,1,4.249,1,51.5178,-0.0801,30.827,0,51.4654953,-0.454687267,290000
E33GN,51.523527,-0.013268,L,1,N,2,A,1,F,1,4.668,1,51.5178,-0.0801,31.233,0,51.4654953,-0.454687267,400000
E33GR,51.52387,-0.01282,L,1,N,2,A,1,F,1,4.704,1,51.5178,-0.0801,31.271,0,51.4654953,-0.454687267,465000
E33GX,51.519391,-0.015956,L,1,N,2,A,1,F,1,4.442,1,51.5178,-0.0801,30.96,0,51.4654953,-0.454687267,485000
E33HS,51.52562,-0.016334,L,1,N,2,A,1,F,1,4.497,1,51.5178,-0.0801,31.074,0,51.4654953,-0.454687267,225000
E33QB,51.524385,-0.01189,L,1,N,2,A,1,F,1,4.776,1,51.5178,-0.0801,31.346,0,51.4654953,-0.454687267,515000
E33QE,51.524385,-0.01189,L,1,N,2,A,1,F,1,4.776,1,51.5178,-0.0801,31.346,0,51.4654953,-0.454687267,360000
E33SU,51.524235,-0.014722,L,1,N,2,A,1,F,1,4.58,1,51.5178,-0.0801,31.15,0,51.4654953,-0.454687267,580000
E33TF,51.524235,-0.014722,L,1,N,2,A,1,F,1,4.58,1,51.5178,-0.0801,31.15,0,51.4654953,-0.454687267,450000
E33TF,51.524235,-0.014722,L,1,N,2,A,1,F,1,4.58,1,51.5178,-0.0801,31.15,0,51.4654953,-0.454687267,330000
E33TP,51.522198,-0.008597,L,1,N,2,A,1,F,1,4.971,1,51.5178,-0.0801,31.52,0,51.4654953,-0.454687267,159750
E33UA,51.52843,-0.011138,L,1,N,2,A,1,F,1,4.915,1,51.5178,-0.0801,31.492,0,51.4654953,-0.454687267,352500
E34BP,51.521873,-0.021268,F,2,N,2,A,1,T,1.5,4.096,1,51.5178,-0.0801,30.653,0,51.4654953,-0.454687267,658000
E34DH,51.527058,-0.024258,L,1,N,2,B,2.5,O,7,3.998,1,51.5178,-0.0801,30.573,0,51.4654953,-0.454687267,146743
E34DP,51.523401,-0.018578,L,1,N,2,A,1,F,1,4.302,1,51.5178,-0.0801,30.87,0,51.4654953,-0.454687267,360000
E34DT,51.526921,-0.021438,L,1,N,2,A,1,F,1,4.183,1,51.5178,-0.0801,30.76,0,51.4654953,-0.454687267,405000
E34JQ,51.520747,-0.031868,L,1,N,2,B,2.5,F,1,3.353,1,51.5178,-0.0801,29.91,0,51.4654953,-0.454687267,423000
E34NU,51.525842,-0.021456,F,2,N,2,A,1,T,1.5,4.155,1,51.5178,-0.0801,30.733,0,51.4654953,-0.454687267,940000
E34NX,51.526537,-0.022132,F,2,N,2,B,2.5,T,1.5,4.127,1,51.5178,-0.0801,30.704,0,51.4654953,-0.454687267,900000
E34QG,51.52169,-0.029608,F,2,N,2,A,1,T,1.5,3.52,1,51.5178,-0.0801,30.084,0,51.4654953,-0.454687267,610000
E34QQ,51.521465,-0.029098,F,2,N,2,A,1,T,1.5,3.552,1,51.5178,-0.0801,30.114,0,51.4654953,-0.454687267,620000
E34QQ,51.521465,-0.029098,F,2,N,2,A,1,T,1.5,3.552,1,51.5178,-0.0801,30.114,0,51.4654953,-0.454687267,830000
E34RF,51.524912,-0.021266,L,1,N,2,A,1,F,1,4.147,1,51.5178,-0.0801,30.724,0,51.4654953,-0.454687267,600000
E34RU,51.519452,-0.026362,L,1,N,2,A,1,F,1,3.723,1,51.5178,-0.0801,30.255,0,51.4654953,-0.454687267,408500
E34SZ,51.523289,-0.031686,L,1,N,2,B,2.5,F,1,3.405,1,51.5178,-0.0801,29.981,0,51.4654953,-0.454687267,223000
E34TD,51.52399,-0.032737,L,1,N,2,A,1,F,1,3.348,1,51.5178,-0.0801,29.926,0,51.4654953,-0.454687267,435000
E35AA,51.527222,-0.03453,F,2,N,2,A,1,T,1.5,3.322,1,51.5178,-0.0801,29.885,0,51.4654953,-0.454687267,1020000
E35BY,51.530716,-0.035389,L,1,N,2,A,1,F,1,3.41,1,51.5178,-0.0801,29.917,0,51.4654953,-0.454687267,550000
E35EA,51.530178,-0.033307,L,1,N,2,A,1,F,1,3.518,1,51.5178,-0.0801,30.043,0,51.4654953,-0.454687267,410000
E35EF,51.531225,-0.032498,L,1,N,2,A,1,F,1,3.616,1,51.5178,-0.0801,30.125,0,51.4654953,-0.454687267,310000
E35ES,51.532708,-0.0303,F,2,N,2,B,2.5,O,7,3.823,1,51.5178,-0.0801,30.313,0,51.4654953,-0.454687267,620000
E35JL,51.532668,-0.032219,L,1,N,2,A,1,F,1,3.702,1,51.5178,-0.0801,30.183,0,51.4654953,-0.454687267,299000
E35JW,51.533206,-0.033191,L,1,N,2,A,1,F,1,3.67,1,51.5178,-0.0801,30.132,0,51.4654953,-0.454687267,505000
E35NE,51.532818,-0.03687,F,2,N,2,A,1,T,1.5,3.425,1,51.5178,-0.0801,29.875,0,51.4654953,-0.454687267,1190000
E35QH,51.530064,-0.034552,F,2,N,2,A,1,T,1.5,3.434,1,51.5178,-0.0801,29.956,0,51.4654953,-0.454687267,1035000
E35QX,51.532735,-0.037248,L,1,N,2,A,1,F,1,3.398,1,51.5178,-0.0801,29.847,0,51.4654953,-0.454687267,532000
E35RF,51.532094,-0.038761,L,1,N,2,A,1,F,1,3.272,1,51.5178,-0.0801,29.728,0,51.4654953,-0.454687267,485000
E35SS,51.53224,-0.042619,L,1,N,2,A,1,F,1,3.05,1,51.5178,-0.0801,29.474,0,51.4654953,-0.454687267,400000
